entry,INT_UNI_Shortest homoatomic distance,INT_UNI_Shortest heteroatomic distance,INT_UNI_Shortest homoatomic distance by 2 by atom size,INT_UNI_Shortest heteroatomic distance by sum of atom sizes,INT_UNI_Shortest homoatomic distance by 2 by refined atom size,INT_UNI_Shortest heteroatomic distance by sum of refined sizes,INT_UNI_Highest refined percent difference by 100 (abs value),INT_UNI_Lowest refined percent difference by 100 (abs value),INT_UNI_Packing efficiency,WYC_UNI_highest_Mendeleev_number_sites,WYC_UNI_lowest_Mendeleev_number_sites,WYC_UNI_highest_Mendeleev_number_multiplicity,WYC_UNI_lowest_Mendeleev_number_multiplicity,WYC_UNI_highest_valence_e_sites,WYC_UNI_lowest_valence_e_sites,WYC_UNI_highest_valence_e_multiplicity,WYC_UNI_lowest_valence_e_multiplicity,WYC_UNI_highest_CIF_rad_sites,WYC_UNI_lowest_CIF_rad_sites,WYC_UNI_highest_CIF_rad_multiplicity,WYC_UNI_lowest_CIF_rad_multiplicity,WYC_UNI_highest_CIF_rad_refined_sites,WYC_UNI_lowest_CIF_rad_refined_sites,WYC_UNI_highest_CIF_rad_refined_multiplicity,WYC_UNI_lowest_CIF_rad_refined_multiplicity,WYC_UNI_highest_Pauling_rad_sites,WYC_UNI_lowest_Pauling_rad_sites,WYC_UNI_highest_Pauling_rad_multiplicity,WYC_UNI_lowest_Pauling_rad_multiplicity,WYC_UNI_highest_Pauling_EN_sites,WYC_UNI_lowest_Pauling_EN_sites,WYC_UNI_highest_Pauling_EN_multiplicity,WYC_UNI_lowest_Pauling_EN_multiplicity,WYC_UNI_highest_MB_EN_sites,WYC_UNI_lowest_MB_EN_sites,WYC_UNI_highest_MB_EN_multiplicity,WYC_UNI_lowest_MB_EN_multiplicity
531015,3.847,3.33159,1.0698,1.03081,1.0,1.0,0.0698,0.01807,0.72900,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
