entry,INT_UNI_Shortest homoatomic distance,INT_UNI_Shortest heteroatomic distance,INT_UNI_Shortest homoatomic distance by 2 by atom size,INT_UNI_Shortest heteroatomic distance by sum of atom sizes,INT_UNI_Shortest homoatomic distance by 2 by refined atom size,INT_UNI_Shortest heteroatomic distance by sum of refined sizes,INT_UNI_Highest refined percent difference by 100 (abs value),INT_UNI_Lowest refined percent difference by 100 (abs value),INT_UNI_Packing efficiency
531015,3.847,3.3316,1.0698,1.0308,1.0,1.0,0.0698,0.0181,0.72900
