entry,INT_UNI_Shortest homoatomic distance,INT_UNI_Shortest heteroatomic distance,INT_UNI_Shortest homoatomic distance by 2 by atom size,INT_UNI_Shortest heteroatomic distance by sum of atom sizes,INT_UNI_Shortest homoatomic distance by 2 by refined atom size,INT_UNI_Shortest heteroatomic distance by sum of refined sizes,INT_UNI_Highest refined percent difference by 100 (abs value),INT_UNI_Lowest refined percent difference by 100 (abs value),INT_UNI_Packing efficiency
380981,3.2437,2.6968,0.9987,0.9083,1.2212,1.0,0.1823,0.0177,0.60985
