CIF_id,Compound,R,M,X,lowest_wyckoff_elements,R_lowest_wyckoff_label,M_lowest_wyckoff_label,X_lowest_wyckoff_label,identical_lowest_wyckoff_count,R_sites_total,M_sites_total,X_sites_total,R_multiplicity_total,M_multiplicity_total,X_multiplicity_total
380981,URhIn,U,Rh,In,Rh,3,1,3,1,1,2,1,3,3,3
